,ZIP,2021_Median_Household_Income,2026_Median_Household_Income,2021_Average_Household_Income,2026_Average_Household_Income,2021-2026_Population:_Compound_Annual_Growth_Rate
5822,20020,41904,48306,65264,75688,0.27
5823,20024,93617,106293,120376,138417,8.23
5824,20032,39999,44663,58646,67599,0.52
5825,20036,97693,105642,132088,151977,0.45
5826,20037,100651,117285,147704,170734,0.73
5827,20052,44359,53352,78049,91153,0.82
5828,20059,0,0,0,0,0.0
5829,20105,181280,186668,211298,225309,3.24
5830,20106,100044,106271,130515,144137,0.38
5831,20109,75361,80064,93240,103482,1.03
5832,20110,88252,94566,111199,122583,0.71
5833,20111,95886,102289,122035,133887,1.61
5834,20112,150056,158918,183443,199902,0.95
5835,20115,105680,112170,140498,154136,1.13
5836,20117,92860,105629,141259,154390,2.39
5837,20119,105773,110893,123045,134509,1.08
5838,20120,126550,137548,160921,177015,0.55
5839,20121,101980,108904,126291,140663,0.13
5840,20124,196478,200001,246757,268953,0.08
5841,20129,200001,200001,315630,329462,2.04
5842,20130,92837,97066,115059,124689,0.73
5843,20132,159524,176777,189694,215502,2.5
5844,20135,107946,124732,137437,153659,1.04
5845,20136,142741,154195,172766,189754,1.41
5846,20137,129592,141563,166542,182745,1.85
5847,20141,164198,174126,194090,212229,3.05
5848,20143,159631,169967,190208,207757,0.83
5849,20144,96684,96812,132711,143846,0.99
5850,20147,140881,151133,175414,188204,3.05
5851,20148,197447,200001,218530,235604,3.78
5852,20151,128028,141249,173484,189691,0.39
5853,20152,171413,178078,198804,213278,3.39
5854,20155,127001,136300,163071,177990,1.75
5855,20158,174548,193850,225998,249058,2.24
5856,20164,101960,109923,129629,141798,1.42
5857,20165,156847,162433,185852,198963,1.3
5858,20166,107787,115840,138963,151821,3.93
5859,20169,147329,158415,182220,200118,2.33
5860,20170,126897,138354,163553,178282,0.38
5861,20171,151261,158704,193957,209164,0.95
5862,20175,148579,157514,183744,198047,2.29
5863,20176,148387,157537,181411,196459,2.16
5864,20180,154364,161026,178238,192913,2.67
5865,20181,138459,152084,167981,185012,1.62
5866,20184,111136,125449,156698,174368,1.69
5867,20186,101508,107241,127194,139454,0.75
5868,20187,120772,130580,150120,165434,0.7
5869,20190,118267,130091,156772,171770,1.19
5870,20191,118728,130249,162804,178096,1.37
5871,20194,150252,156690,199901,213332,0.05
5872,20197,200001,200001,238354,268588,3.39
5873,20198,89910,98523,131998,147530,1.2
5874,20317,67388,71393,92287,108113,0.35
5875,20319,0,0,0,0,-0.49
5876,20374,93659,120000,132175,158533,4.89
5877,20375,0,0,0,0,0.0
5878,20422,0,0,0,0,0.43
5879,20601,106749,110332,127235,137562,1.05
5880,20602,83733,87883,96015,104864,0.81
5881,20603,118777,126820,143834,158132,1.4
5882,20606,66513,70929,94474,108026,0.68
5883,20607,124756,131692,149410,164199,0.92
5884,20608,77187,84297,101986,116746,-0.42
5885,20609,61426,68709,99297,114547,0.87
5886,20611,107478,112955,127013,139145,1.73
5887,20612,125262,131938,155972,169902,0.78
5888,20613,126274,139815,150665,165705,2.22
5889,20615,133354,139326,152542,165647,0.39
5890,20616,100600,105416,110994,120444,1.6
5891,20617,126704,132455,149722,162128,1.03
5892,20618,55828,60808,85710,99100,1.08
5893,20619,94690,101888,115773,127174,1.26
5894,20620,109442,115988,129279,143598,0.82
5895,20621,88880,99397,109351,121963,0.86
5896,20622,106124,111563,131392,143199,0.67
5897,20623,136770,144725,158305,171519,0.93
5898,20624,79591,83685,96125,106967,0.8
5899,20625,56220,70061,75572,85074,0.75
5900,20626,66545,77709,129215,150286,1.18
5901,20628,91926,100000,127021,141165,0.89
5902,20629,116391,120713,147510,157917,1.4
5903,20630,103321,110179,114154,127811,0.96
5904,20632,84555,87340,86446,92046,0.82
5905,20634,80443,86044,95566,104920,1.08
5906,20636,111692,121918,139819,153915,0.88
5907,20637,119535,126440,147272,160940,1.0
5908,20639,131022,138288,160385,174933,0.74
5909,20640,77201,83942,92480,101315,0.66
5910,20645,120725,128400,153196,166855,0.38
5911,20646,106965,112652,135162,147724,0.9
5912,20650,97588,104705,127787,140649,1.01
5913,20653,73105,78700,92985,102062,0.61
5914,20656,83767,88583,110821,124066,1.4
5915,20657,96959,103079,112821,124679,0.37
5916,20658,75000,82301,100243,111719,0.68
5917,20659,92091,100196,113040,124770,0.65
5918,20662,79648,87055,102247,115952,0.5
5919,20664,91516,100300,102900,113022,0.89
5920,20667,87995,95853,107145,117902,0.28
5921,20670,65671,71451,81865,89683,0.16
5922,20674,93366,104375,125813,139664,1.15
5923,20675,123236,134486,154242,169120,0.99
5924,20676,113062,118018,128991,141436,0.74
5925,20677,131157,139163,158409,171449,1.23
5926,20678,98163,103826,112941,123097,1.0
5927,20680,90796,105031,136405,152200,1.02
5928,20684,114999,124618,152876,167628,1.0
5929,20685,111188,117856,130838,143806,0.51
5930,20686,45000,82500,47500,91250,0.19
5931,20687,85992,97147,129776,145684,0.99
5932,20688,103959,107551,136633,146603,1.02
5933,20689,134525,146163,162974,179156,0.58
5934,20690,90803,101281,140634,154949,1.33
5935,20692,108317,114438,123093,136920,0.96
5936,20693,112636,120511,128827,140228,0.67
5937,20695,106578,110478,125915,137676,1.63
5938,20701,107319,113135,136659,147462,2.38
5939,20705,92439,100333,112477,124721,0.46
5940,20706,83505,88960,101963,111598,0.32
5941,20707,85036,92050,108922,120127,0.55
5942,20708,77728,82658,96387,106610,-0.05
5943,20710,45557,48642,60486,66059,0.05
5944,20711,84053,92688,121971,137040,0.34
5945,20712,57028,59507,71947,77674,-0.28
5946,20714,92160,99421,109866,120352,0.42
5947,20715,115424,120905,136226,148407,1.39
5948,20716,103998,108281,121875,133006,-0.15
5949,20720,146569,156126,171929,190332,0.42
5950,20721,131531,141956,165357,181996,0.3
5951,20722,75603,79868,88103,97840,0.37
5952,20723,112625,122393,147571,163788,1.58
5953,20724,100243,103794,114233,122875,1.23
5954,20732,109934,116057,126786,139237,0.74
5955,20733,101978,107319,120624,133848,0.47
5956,20735,111633,117613,130969,143470,0.09
5957,20736,139389,148662,166704,181291,0.47
5958,20737,70495,77819,88523,98720,1.87
5959,20740,70630,74829,91334,97917,0.59
5960,20742,13609,13594,45580,44715,1.64
5961,20743,65793,71577,81179,88796,0.21
5962,20744,105463,111726,128215,141168,-0.08
5963,20745,67873,74611,86801,95623,0.19
5964,20746,69842,75678,84144,91864,0.14
5965,20747,64562,69740,81229,88842,-0.27
5966,20748,73311,78895,86935,95068,-0.28
5967,20751,94028,98318,128137,140334,0.72
5968,20754,119853,128983,151147,167019,0.34
5969,20755,80478,88682,93797,106035,0.42
5970,20758,128273,148188,157636,176552,0.66
5971,20759,200001,200001,279639,293422,3.32
5972,20762,80873,87911,91404,103368,-0.1
5973,20763,66709,75145,111017,125712,0.66
5974,20764,100862,105791,113007,125275,0.24
5975,20765,112448,126114,153469,173914,0.47
5976,20769,131188,141277,157206,170733,0.15
5977,20770,75958,79501,88616,96514,1.99
5978,20771,62500,62500,62500,62500,0.0
5979,20772,112221,118902,137055,150422,1.24
5980,20774,104163,109425,125111,136923,1.72
5981,20776,124011,140383,174889,193340,0.32
5982,20777,200001,200001,290575,311282,1.19
5983,20778,133107,153955,183051,204240,0.26
5984,20779,120260,135952,155762,174776,0.72
5985,20781,81077,87943,98946,109242,0.88
5986,20782,73488,77032,90314,98010,0.6
5987,20783,68552,74449,82811,90311,-0.1
5988,20784,69139,75423,84326,92528,0.26
5989,20785,72709,77627,86343,94293,0.43
5990,20794,100269,106171,120120,132860,1.17
5991,20812,197678,200001,237161,319457,0.0
5992,20814,130526,139529,188155,202284,1.77
5993,20815,167535,179522,237383,257832,0.92
5994,20816,200001,200001,280761,305179,0.15
5995,20817,200001,200001,269504,291383,0.23
5996,20818,179303,198002,256620,281882,0.06
5997,20832,140777,156103,174108,195235,0.36
5998,20833,168083,184594,214364,237540,0.33
5999,20837,156643,166521,184959,204427,0.53
6000,20838,169295,187907,209718,235711,0.67
6001,20839,159053,175459,186945,211645,1.52
6002,20841,188741,200001,212397,237778,0.79
6003,20842,133207,153290,176943,199044,0.96
6004,20850,119804,129933,161081,176945,0.8
6005,20851,93173,101585,113183,125029,0.55
6006,20852,97619,105962,144141,159350,1.32
6007,20853,121298,137646,169530,192312,0.1
6008,20854,200001,200001,294187,316898,0.13
6009,20855,133098,149375,171254,190777,1.07
6010,20860,152343,166130,196478,221364,0.51
6011,20861,153771,165644,211004,234869,0.12
6012,20862,164115,175711,235948,259004,0.18
6013,20866,101713,108485,129232,141570,0.57
6014,20868,139959,156390,179454,194490,0.45
6015,20871,152862,163634,180666,200207,3.7
6016,20872,111842,117598,133154,147161,0.26
6017,20874,93974,102694,121799,135172,0.57
6018,20876,97500,107309,128563,145159,0.29
6019,20877,72348,78672,92405,103088,1.02
6020,20878,125863,138599,167835,185166,0.69
6021,20879,95834,101732,118526,130869,0.66
6022,20880,104334,111271,132447,149711,0.04
6023,20882,156675,164505,201460,219774,0.17
6024,20886,82282,89493,108610,121255,0.11
6025,20889,200001,200001,257769,279472,0.0
6026,20895,143332,156269,193688,212698,0.38
6027,20896,200001,200001,271943,295929,-0.06
6028,20899,200000,200000,194659,230303,0.0
6029,20901,108143,116124,136898,152395,0.08
6030,20902,92797,101389,119587,132787,0.54
6031,20903,67902,72717,95028,105238,0.13
6032,20904,86737,94989,112956,126010,0.19
6033,20905,132894,148075,175106,194767,0.1
6034,20906,77788,84581,104751,118609,0.59
6035,20910,86437,94436,118360,130734,1.75
6036,20912,81231,92341,120556,135022,0.18
6037,21001,72692,78630,89838,98896,0.74
6038,21005,102017,109083,109492,123269,0.17
6039,21009,92836,98494,113365,123877,0.56
6040,21010,91066,90318,109133,112696,0.53
6041,21012,126508,138764,159831,176206,0.49
6042,21013,130249,142469,173532,191586,0.29
6043,21014,96887,102825,120624,132391,0.47
6044,21015,109428,115946,140722,154242,0.48
6045,21017,82450,86547,96541,105310,0.11
6046,21028,115169,123766,146731,162532,0.21
6047,21029,200001,200001,269761,290259,1.12
6048,21030,72685,78131,114807,126703,0.15
6049,21031,62500,200001,62500,250000,0.0
6050,21032,132405,145613,186875,206543,0.61
6051,21034,88774,95283,113961,127663,0.14
6052,21035,159054,172444,227148,247616,0.41
6053,21036,200001,200001,282578,301945,1.54
6054,21037,112672,123422,151786,168392,0.49
6055,21040,65738,71408,79442,86892,0.23
6056,21042,159785,170162,218148,237143,1.27
6057,21043,118843,128778,155459,171855,1.4
6058,21044,104064,110366,142540,155455,0.91
6059,21045,103702,109595,128170,141828,0.47
6060,21046,108605,115162,135823,148736,0.67
6061,21047,114925,122734,146578,161215,0.76
6062,21048,120940,128628,152343,167753,0.1
6063,21050,106726,112081,131593,145014,0.3
6064,21051,137697,151713,165921,183174,0.41
6065,21052,75000,80353,88317,100664,0.0
6066,21053,112556,123368,148333,166388,0.19
6067,21054,122136,128380,162462,177245,0.94
6068,21056,112153,118904,199830,216161,0.56
6069,21057,117715,129302,165992,184753,0.19
6070,21060,75167,80496,98382,107304,0.9
6071,21061,71047,76055,88277,96697,0.38
6072,21071,132751,159079,182304,204956,-0.21
6073,21074,90597,99537,113147,124650,0.19
6074,21075,106848,114230,134426,151333,1.33
6075,21076,115195,122378,137430,150563,2.08
6076,21077,122421,128743,141474,155332,1.52
6077,21078,89095,97996,117036,130140,1.03
6078,21082,117103,126476,148034,165587,0.35
6079,21084,110185,117163,138625,153006,0.31
6080,21085,85866,91194,104662,115314,0.59
6081,21087,114029,123951,149809,168045,0.41
6082,21090,100315,106446,125987,138246,1.7
6083,21093,102222,108595,140716,155166,0.03
6084,21102,100222,104916,119574,131579,0.48
6085,21104,140010,150492,183798,201017,1.79
6086,21108,125644,136834,167763,182846,0.82
6087,21111,125555,134506,173358,191706,0.07
6088,21113,99211,104902,123518,135614,1.48
6089,21114,122930,128949,160259,174169,0.32
6090,21117,85231,91778,112276,123200,0.76
6091,21120,114363,125278,149690,168801,0.14
6092,21122,100672,106631,123614,136388,0.52
6093,21128,103510,111295,126093,140816,0.35
6094,21131,151215,161940,213123,232834,0.09
6095,21132,108377,113979,135976,150338,0.4
6096,21133,82515,87878,98402,108531,0.18
6097,21136,83082,91070,119325,133317,0.2
6098,21140,140389,152218,181855,198802,0.3
6099,21144,109546,118440,137877,153495,0.97
6100,21146,153174,160505,192983,210267,0.44
6101,21152,102022,111073,146604,164239,0.3
6102,21153,200000,200001,263848,282609,-0.16
6103,21154,90906,102369,123277,139350,0.18
6104,21155,110673,120155,141290,159767,0.15
6105,21156,75974,81943,88785,99603,0.0
6106,21157,86578,95509,105855,116445,0.26
6107,21158,100067,104469,115761,127630,0.22
6108,21160,83493,91703,107694,121880,0.42
6109,21161,108715,115878,140793,157065,0.14
6110,21162,107702,118863,128408,144423,1.07
6111,21163,117428,122498,151986,165488,0.97
6112,21201,40929,45714,68280,77593,1.03
6113,21202,51187,56464,78430,90381,0.49
6114,21204,81454,88496,131457,141874,0.62
6115,21205,31233,32740,45881,50262,-0.69
6116,21206,54796,58442,70547,77282,-0.59
6117,21207,59840,63502,75044,82107,-0.29
6118,21208,80801,88313,114159,127598,0.1
6119,21209,87352,95182,123946,139245,0.06
6120,21210,103126,114001,167337,186498,-0.45
6121,21211,74986,84289,96417,110104,0.16
6122,21212,79939,87850,126260,140330,-0.46
6123,21213,37705,39113,52216,57072,-0.84
6124,21214,71526,76661,87780,97099,-0.86
6125,21215,38815,41156,60167,66533,-0.75
6126,21216,39764,41624,56783,62386,-0.95
6127,21217,31397,32878,56310,62011,-0.77
6128,21218,45142,48480,73932,81803,-0.64
6129,21219,78787,87408,97024,109506,0.17
6130,21220,68382,75702,86986,97225,0.3
6131,21221,57243,61484,76088,84646,0.06
6132,21222,54507,57069,67609,73778,0.04
6133,21223,27624,28703,43545,48068,-0.43
6134,21224,75140,80978,100870,111852,-0.11
6135,21225,46723,51908,65229,73911,0.71
6136,21226,80565,87389,99473,110158,0.47
6137,21227,65993,71079,82807,90948,0.03
6138,21228,86237,94725,113247,125589,0.05
6139,21229,46452,50192,63551,71088,-0.12
6140,21230,86925,95563,124173,138296,0.76
6141,21231,79761,93756,118683,135934,0.46
6142,21234,64905,70290,85259,94457,-0.13
6143,21236,81680,87784,98991,109728,0.11
6144,21237,68941,75374,84697,94684,0.73
6145,21239,55241,58258,72734,80336,-0.72
6146,21240,0,0,0,0,0.0
6147,21244,70267,75616,91021,100218,0.07
6148,21251,43120,43120,57854,60461,-0.58
6149,21286,82251,89155,113253,124392,0.4
6150,21287,59164,59164,76667,76667,0.0
6151,21401,106035,113350,148421,162009,0.74
6152,21402,98169,104324,140370,155127,0.12
6153,21403,95257,103083,142252,156469,0.32
6154,21405,177683,167616,254661,261395,0.4
6155,21409,124136,141854,167695,191441,0.46
6156,21502,49224,51252,62029,67437,-0.7
6157,21520,65443,73404,80632,90978,-0.45
6158,21521,39620,41258,49225,54199,-0.32
6159,21523,54626,55076,72109,75667,0.06
6160,21524,52611,59546,65614,74169,0.0
6161,21529,53337,58553,64220,73372,-0.24
6162,21530,48505,51584,56799,62829,-0.78
6163,21531,55378,63436,67751,77851,-0.24
6164,21532,50556,52688,62649,67893,-0.63
6165,21536,56847,61079,75611,84804,-0.3
6166,21538,48389,49222,54753,57811,-0.11
6167,21539,55782,62195,65375,74336,-0.78
6168,21540,39786,41302,43873,48853,-1.04
6169,21541,62340,73367,90055,102874,-0.49
6170,21543,75000,78200,72181,79936,-0.46
6171,21545,48730,52393,59669,66442,-0.8
6172,21550,54233,57899,75178,83559,-0.47
6173,21555,57246,61008,70787,78371,-0.7
6174,21557,48318,54273,57124,63609,-0.94
6175,21561,62045,65540,88062,97422,-0.03
6176,21562,46617,51188,52659,58637,-1.05
6177,21601,73565,78583,98379,107799,-0.26
6178,21607,83962,91127,97574,108713,1.22
6179,21610,81545,91724,124582,143459,-0.91
6180,21612,91350,98502,138723,151969,0.0
6181,21613,50093,52696,69853,76148,-0.35
6182,21617,112365,118398,136254,148610,0.9
6183,21619,96227,103377,115107,129335,3.23
6184,21620,65414,75151,90785,101405,-0.34
6185,21622,60958,64980,78680,86734,-0.26
6186,21623,86015,92682,118307,132012,1.11
6187,21624,84702,92866,131782,147718,0.0
6188,21625,90775,95922,104444,114760,-0.35
6189,21626,53480,55395,56379,61696,-0.2
6190,21627,51345,55601,47222,62955,0.0
6191,21628,58216,61981,78807,87820,0.21
6192,21629,69484,76810,94264,104654,0.42
6193,21631,63866,70435,77924,87198,-0.25
6194,21632,53697,57737,74384,83508,-0.06
6195,21634,60300,65877,68039,76310,-0.44
6196,21635,94814,109448,131910,147075,-0.36
6197,21636,66950,73109,88642,99757,0.34
6198,21638,104579,108730,131711,143278,0.32
6199,21639,62765,68926,77899,86911,0.53
6200,21640,61142,67495,74750,83845,0.24
6201,21641,55676,67880,80902,89689,0.28
6202,21643,60181,69597,66674,75713,-0.27
6203,21644,88521,92088,95251,106357,1.24
6204,21645,93633,106817,125689,140441,-0.55
6205,21647,84005,91844,131736,147740,-0.05
6206,21648,60820,66906,68589,76928,-0.37
6207,21649,57528,65068,75142,83179,0.03
6208,21650,61538,66723,92458,103309,-0.73
6209,21651,57955,62298,79630,88790,-0.33
6210,21652,93099,96072,139377,152686,0.0
6211,21654,97867,103968,148359,164198,-0.51
6212,21655,74650,82003,90383,101541,0.09
6213,21657,96661,103327,115516,127489,0.71
6214,21658,121891,131785,156715,171571,0.29
6215,21659,83430,95000,95710,106541,-0.66
6216,21660,65132,72124,88970,100195,0.73
6217,21661,53483,61017,91340,104868,-0.6
6218,21662,99265,105093,144811,158302,0.11
6219,21663,81252,86205,132610,143396,-0.21
6220,21664,64411,73657,72597,80927,-0.22
6221,21665,77621,85471,112252,126650,0.11
6222,21666,106858,111096,126503,138243,0.74
6223,21667,90208,100567,118753,135884,-0.58
6224,21668,60175,67239,90562,101166,0.66
6225,21669,59932,66928,68039,75886,-0.43
6226,21671,63553,73426,82336,94789,0.28
6227,21672,53149,55080,55902,61756,-0.18
6228,21673,77258,81678,112571,123439,-0.39
6229,21675,52737,55230,55932,62069,-0.13
6230,21676,84198,92193,132285,147656,0.0
6231,21677,80800,84358,109039,119521,-0.24
6232,21678,76006,81947,95795,107579,-0.87
6233,21679,90908,96705,113306,125190,-0.28
6234,21701,89605,95547,109906,119249,1.07
6235,21702,87949,95722,112780,123765,1.13
6236,21703,91889,98296,105227,114329,0.99
6237,21704,137728,151322,161453,178806,1.87
6238,21710,119158,126731,138963,152162,0.91
6239,21711,55893,62199,85301,101000,0.18
6240,21713,80504,91771,109150,122548,0.15
6241,21714,118129,119893,144209,158561,0.59
6242,21715,75000,92360,88036,100687,0.28
6243,21716,85026,93596,107197,118229,1.66
6244,21717,111213,115154,121459,130217,0.17
6245,21718,100987,112029,145467,160064,0.61
6246,21719,57498,60517,68805,74614,-0.81
6247,21722,63312,70510,84089,95958,0.01
6248,21723,170751,198098,253911,274183,0.95
6249,21727,75089,82530,95673,105312,0.64
6250,21733,79298,86399,96577,108098,0.35
6251,21734,43530,50908,61746,72433,0.4
6252,21737,200001,200001,286349,305917,1.67
6253,21738,197570,200001,268491,284979,1.33
6254,21740,47664,51308,65512,72212,0.36
